0,Miramar,GUAKgg,15,370158.31,424103.28,129
1,Miramar,ZiChenWanRenMi,15,371497.72,424303.75,114
2,Miramar,LSP_ForeverPLUS,16,436620.53,280432.31,96
3,Miramar,3y_GodhangzzZ,16,437682.41,279698.16,96
4,Miramar,0hxyzcl,16,436755.44,280724.72,96
5,Miramar,ZhouBaihao_-,8,369345.38,424193.84,124
6,Miramar,Yuntang_923,16,471961.81,552369.31,154
7,Miramar,CF756,16,524586.5,364547.19,172
8,Erangel (Remastered),zrhlcxlyj1314,9,474535.91,248725.72,118
9,Erangel (Remastered),DaBo2Tap,9,475147.56,248094.95,163
10,Erangel (Remastered),imkevinyoung,15,474419.38,248380.19,137
11,Erangel (Remastered),stonecold_ak47,15,475085.84,248121.0,166
12,Erangel (Remastered),wangzhangran,15,474971.62,248144.16,166
13,Erangel (Remastered),SBtbd-,15,474456.75,248660.56,120
14,Erangel (Remastered),YiYueHanJun,15,377321.09,120141.83,100
15,Erangel (Remastered),fanshionBoy,11,448818.19,620925.81,147
16,Miramar,A7459,9,250767.58,541001.56,75
17,Miramar,NewHappyYear,15,187618.14,405563.62,90
18,Miramar,12uo,7,373415.16,288490.59,104
19,Miramar,Sukh01,2,716201.62,71566.52,168
20,Miramar,V587_pAq,9,375523.19,424247.69,104
21,Miramar,Archer-zsk,16,475218.84,520093.44,175.722
22,Miramar,DIP0831,16,474897.31,518982.19,175.724
23,Miramar,GAMESTART-MJ,16,367893.62,424379.44,134.098
24,Miramar,Every_ry,17,367341.25,421271.62,106.302
25,Miramar,O617i-_-,15,372787.19,429109.69,174.582
26,Miramar,W-wad,16,327215.47,357551.16,135.303
27,Miramar,wangpan9527,16,317557.81,360794.81,102.805
28,Miramar,englisehyin,16,319285.75,361485.19,88.788
29,Miramar,Jay-Jiu-,17,365666.81,440399.28,110.589
30,Miramar,San_Y11,17,365719.62,440268.09,110.585
31,Miramar,juepinV,17,325205.81,346178.41,169.68
32,Miramar,mgl-xiaole,17,325078.5,346364.28,169.677
33,Miramar,Smile----JIE,17,313600.81,349642.47,91.453
34,Miramar,MR___fuck,17,317425.94,360357.62,89.97
35,Miramar,2462_-,16,324682.91,346516.81,153.262
36,Miramar,Gratetk,17,176534.3,296024.06,107.519
37,Miramar,a1235m,17,368474.72,422676.41,138.106
38,Miramar,AKA3731,16,275062.62,527067.06,168.643
39,Miramar,DuckyDoomy,16,275160.59,527092.75,168.209
40,Miramar,Sweetyheart23,17,366825.81,422778.62,128.707
41,Miramar,tacoxc_,17,371180.25,422672.81,90.875
42,Miramar,MishimaAsuka,17,177268.92,292999.66,108.558
43,Miramar,K-TWO-21,16,340774.62,430897.28,165.633
44,Miramar,wSeakh,17,429006.19,199431.14,75.348
45,Miramar,AAS88,16,341032.84,430423.09,162.739
46,Miramar,MuyuQAQ23,17,476866.81,358301.16,129.211
47,Miramar,DouYuTV-Jisoo,14,438891.47,280999.81,144.975
48,Miramar,guangdongrenpi,17,436707.09,281359.28,157.414
49,Miramar,ylwflink,17,439014.16,281116.59,163.433
50,Miramar,zhiduiniunfair,17,437464.56,280594.53,87.568
51,Miramar,wozhizhongqingni,17,439073.91,280150.53,163.435
52,Miramar,H-invalidoath,16,436347.97,279546.97,86.936
53,Miramar,zhouzhitang,16,250565.02,527151.81,176.048
54,Miramar,PR1Rose,16,249691.42,526323.69,170.66
55,Miramar,00000000xyz,16,366335.69,438661.38,172.967
56,Miramar,slxry_-,18,436253.91,280980.28,97.941
57,Miramar,YEMA002,17,376089.91,434435.16,120.292
58,Miramar,DaFeiGe8848,17,191249.09,271406.16,107.168
59,Miramar,CheiXin,18,434445.81,279430.34,79.077
60,Miramar,ErGo_-,17,376241.47,436938.09,169.662
